"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
65.1983759750386,38.0607448035887,37.7788834234017,37.2439644597702,41.9481404017662,128.541501463927,81.9484788517645,3.27701348109454,124.752540016435,57.7344899127142,140.018762445303,49.9774978958772,59.9535116185022
59.7815671510743,35.2591756752135,32.588285398219,29.7446991438722,35.2205604412312,122.807974632418,78.4216213811378,-0.718055419172726,117.658362659491,53.1072143042227,135.015762036006,41.2029672221982,52.0690785674362
56.9302069982629,32.8654438482805,31.3811658100253,27.507447165122,34.337553933445,118.035941192725,70.3238380769737,-7.21476381544808,116.519156534726,53.5793371466435,132.700644960951,40.638010814282,51.56273625511
59.4191606747094,31.0881768835689,32.409418361443,25.7486311809788,33.7935034670508,117.790354792955,76.5757378032126,-4.04202133497365,112.405899673721,52.8233638757023,109.936056347031,39.5223520719268,30.9068527412378
57.6200551360779,30.0306601647833,28.0919406761066,22.9575657057643,31.0193742053793,114.982930258251,76.1494240474221,-4.97905850877878,109.367689671747,57.6147092005437,108.425497479573,36.8240330254003,26.1187585671043
58.4951293577276,29.788716813657,26.8695060884985,22.3362212104476,30.3980297100626,114.552943490531,74.1859385303803,-5.80254400922995,108.746345176431,49.3000108982214,108.62310224488,36.2026885300836,25.4974140717876
55.4487041912141,28.8666001193524,26.495536252262,28.2266129862117,34.9464696210407,114.949367808685,71.4859917675145,-6.6370096638638,109.957535624367,50.172637389114,106.485500061686,39.1992548220037,31.1629245071187
57.0134622216219,28.198897510809,22.1235503811497,26.7828842718513,36.1459008188833,117.194513714245,71.2612903591965,-5.4192811058322,123.505198223904,49.6828536256895,106.674519726137,40.2719782955773,34.1704501886523
55.5418157881433,27.4719456399726,27.8337231501842,22.256491661502,31.879348153002,115.524290526668,72.7398134853903,-6.57818688965795,125.955564722372,47.7570420203361,104.719531593647,38.437856386725,29.190451370375
56.0221139387574,24.9745885221609,28.8024766463824,25.4521324887211,34.9215517707861,114.681889960305,73.8775046510154,-5.42209859536343,118.317234040675,48.7585709974237,101.473829784665,38.6825480537901,48.2107027060621
55.4540630788729,19.1156606709679,27.6204809520246,20.6514836920932,32.5604309327332,113.594959496844,69.4021377967573,-5.48608721761393,114.640409660756,48.324116053811,60.472413007722,36.2583123443422,48.4801300094652
56.3304287058747,25.840379195618,25.4046396257563,22.3394809771507,35.0407780412936,115.800893734516,71.3422508877354,-9.36562916985791,118.474117882023,48.0108296511256,58.996489118117,39.7915821081047,49.2484525327846
60.82058475369,27.2669410952794,26.9125866383466,25.3945401605682,35.5635441809182,115.761767971335,72.6186568423368,-8.15347980895581,117.889281869074,48.9909246824979,57.904554086775,42.7827894281702,49.4601648371292
61.4697979514402,27.6022063455774,25.5946232747131,22.5117400772651,31.1194608779241,113.76163629859,73.9704571882274,-9.83368195296964,113.837205605736,49.3531723027387,57.151002258401,40.8223031121031,39.8573112540191
60.7611724937088,28.5488770766221,25.7424766463824,23.900360275525,32.624907368425,116.030209224447,73.8833241059614,-10.1654714556207,115.583979524202,48.9144686349666,58.268186662445,42.369570284045,40.668825607047
60.6366578263894,27.5374484126577,26.3800368165955,28.8320926361554,39.2145496622164,121.121546964735,74.4148075783845,-6.39216917741169,123.436363901241,50.5211874082788,62.908532622576,48.6080238635544,47.2289223493584
63.069470029741,28.7165593398556,27.9555308519033,29.6413875768396,39.2896067091456,121.18545919264,75.6517586180641,-4.75458024488867,123.379379075206,51.1096924239665,63.566448408631,50.9119893869196,47.4307431855566
62.4954664673969,30.2516517269544,25.1475744547478,30.7434300365975,36.2135716777195,118.083500275573,75.5005287079356,-6.7149571145033,119.922890202861,51.1481437380188,60.611156222608,50.5750870579675,44.1484894925755
62.3536344353374,31.5094143810638,26.7783718221629,26.8508711460249,35.3711746703069,117.592755031111,75.4344913061548,-7.4241964964946,113.690135681586,48.8704042515712,61.024680959916,48.2950930957649,42.2703436734669
62.8917866554446,31.2845989297783,31.9821926797614,25.6971503548098,34.3594539395658,117.995665325462,75.3081432693847,-4.05630006763302,116.872669980351,49.464869115986,64.378353570668,47.7757200205848,39.1253064052368
63.1050269555247,31.8511781609412,32.51529651665,24.1079425857767,32.5558250249877,116.004938986808,76.0313655074509,-3.25919291021971,114.653564500931,51.582133332936,74.705905141294,47.6492364195497,35.9884824406877
64.9212990582268,33.6718409512212,32.2530650412075,21.5555384701518,30.3034312195668,114.876926091907,77.0534507148609,-7.87768991627611,113.063357569311,54.7097378652192,75.358591880352,45.4293102016537,34.2831025383788
65.2089409383374,32.6737934454526,33.40515700224,18.872692294708,27.6035266861029,111.138253549892,78.1632231400977,-9.17443119190932,109.883477054266,53.2542723756448,76.125709876891,42.694258312533,30.8146158269559
70.3128983758352,36.6407073224797,37.0925457768647,24.9869603421447,35.6334081712727,116.555088897268,84.1714606507595,-5.34010896281446,116.951565334259,53.4372662780382,71.430758627391,49.6586933892217,38.3206197028457
74.9714869668428,40.8029245017584,40.7247025718295,30.9252059525877,38.5640564865427,122.056856231653,86.5993523206411,-0.691249103937815,118.998666731594,58.5606952148255,69.179562162148,53.5018906214167,40.2745013030367
78.3203163813514,40.6861246200116,42.6077245165221,31.8128457169766,37.3608317914296,120.895470554821,92.2695989678143,0.275310317115716,117.124961308236,63.2992177943667,66.146012769462,52.8793753010496,38.5023209921386
82.3699909637118,42.2509049378047,44.5278207677421,30.8396605467347,38.3782159798647,119.993300850082,95.9922066443272,1.68356437482219,118.449719883877,64.2677666515076,63.81507370302,50.9242944341767,39.0892433107887
81.3895306563043,43.4018517473226,46.627210882442,31.87084783054,41.593884383078,123.750601738213,96.9572942468914,3.6135927744655,121.565736539231,66.1056945303366,121.436371058195,53.995025108939,40.449706451171
82.3801629402793,42.421906713504,44.5908190955629,29.3641484247529,39.5112220444709,121.482401619853,94.0738206496455,2.60327645258907,118.38232447204,64.700799009661,128.991395754472,50.3315030636139,37.0811916521839
82.5804319727582,41.2812094188483,45.8768194570844,25.7929496040361,37.8334383184021,120.97612635918,93.4590366245677,1.65431216681193,114.946227919339,66.660799009661,130.270585297387,47.7347466656751,35.1497975403621
85.5996365191798,44.9755895690736,48.4901721462423,30.0421039520121,42.4424260409692,125.417786819943,94.9103189565,5.99387172637926,119.410649706794,67.621542268201,133.314519726137,51.7649200330542,38.6702653626361
84.9028157058903,45.0047261585092,48.9150861913531,28.9466774396455,38.9817253652815,122.970426260992,92.0097463979527,3.46023765282887,116.727128236373,62.2462209763593,130.575439001864,50.6343990894245,35.7378216450365
84.3825864901035,42.9795808476393,46.8247010884123,24.3022631349393,37.1231905777483,122.030084959139,91.9622180648424,1.92232154533315,119.157317910046,64.0097570273143,125.511825036779,48.4514190117423,33.7906766587923
81.73957822998,39.6148424476815,46.119395946773,24.8543304419985,38.3856885411415,120.341442088545,91.0252730411497,2.24280070912006,121.415663676744,63.0205581901942,125.311570498376,49.4155129629285,35.5016570601545
81.0267120576009,37.7329499027796,45.6076748305518,25.5524859460503,39.9802712595953,122.891846520605,89.1884788517645,0.777047701829361,123.03801452648,58.3146631010329,127.225734245841,49.4321562665783,35.8020018387573
80.5706353518306,38.1865517277255,46.0787292830719,26.0400184293252,41.3305361684532,121.821476053474,87.7677818263109,2.65568182789635,123.6587148704,58.1335585851603,130.068038823141,50.4185300221202,37.9265601985092
77.5153231233073,35.7908600739544,39.5542106108572,21.5680848495981,36.2613006164391,117.680739604234,85.1961351088116,-0.997043772221675,118.217936529011,58.6268505227029,129.021198613975,44.3084417276481,33.5577600057631
